mag_r,u-g,g-r,r-i,i-z,z_spec
20.236319,1.320812,1.624485,0.254240,0.248251,0.393349
19.053671,1.737902,1.736897,0.583427,0.375732,0.393500
17.187033,1.614822,1.364780,0.522583,0.326340,0.236621
19.059759,1.388453,1.853039,0.591583,0.270538,0.332151
19.128122,1.571358,1.816315,0.594238,0.463219,0.388767
19.302889,2.019579,1.798353,0.605946,0.432945,0.374748
17.971172,1.722555,1.370144,0.658218,0.453108,0.200711
18.875290,1.591040,1.817648,0.650112,0.404860,0.403715
18.139528,1.983017,1.523727,0.476419,0.388741,0.262419
20.056824,1.439730,1.227970,0.706238,0.419685,0.234272
17.327932,1.733570,1.218794,0.554262,0.335155,0.224987
18.750990,1.773468,1.783165,0.623087,0.380856,0.374279
19.119402,1.753069,1.636053,0.725756,0.455112,0.408968
20.090427,1.438919,1.439108,0.733870,0.455559,0.436467
19.358456,1.213219,1.782620,0.675251,0.399721,0.436240
16.540823,1.920113,1.434280,0.500834,0.288416,0.196885
19.416420,1.692442,1.674105,0.725756,0.309557,0.318810
19.139626,2.038982,1.733496,0.614676,0.294872,0.353379
18.773521,1.349953,1.880167,0.571648,0.397657,0.378073
18.310322,1.616043,1.477280,0.557087,0.359829,0.280218
18.065817,1.777559,1.443531,0.531183,0.398663,0.245618
18.893204,1.822658,1.691353,0.552158,0.426760,0.307781
18.968540,1.719389,1.711800,0.690123,0.351410,0.424322
17.616283,2.098347,1.256559,0.503071,0.319410,0.199633
18.001883,1.761581,1.391712,0.527498,0.299038,0.243893
19.240278,2.170897,1.840258,0.572586,0.352350,0.362527
19.437094,1.560789,1.924225,0.750616,0.313196,0.416560
19.969166,1.583546,1.643557,0.793892,0.387066,0.430627
20.327570,1.870861,1.338997,0.798998,0.360186,0.301354
18.859341,1.726603,1.794603,0.595251,0.321020,0.353565
17.708696,1.840689,1.384100,0.588194,0.354000,0.307255
19.271774,2.147877,1.689659,0.658539,0.414484,0.415378
19.336536,1.490919,1.824205,0.613092,0.367779,0.388947
18.234434,1.961365,1.457251,0.545055,0.352259,0.269749
20.120676,1.316055,1.583489,0.792706,0.397741,0.471717
18.341213,1.990742,1.511505,0.535336,0.318184,0.253880
19.585249,1.673410,1.561440,0.755625,0.477633,0.279034
20.262209,2.026455,1.614180,0.782274,0.386177,0.416081
20.090837,2.150169,1.500736,0.752729,0.337856,0.500271
18.895176,2.134703,1.781166,0.613092,0.377033,0.356175
18.570448,1.459003,1.535072,0.554989,0.351568,0.291279
18.889771,2.101463,1.632700,0.634733,0.333031,0.284770
19.245070,1.849123,1.872803,0.711662,0.408232,0.415123
18.709419,1.564629,1.622984,0.599621,0.341578,0.344026
18.791248,1.845449,1.628630,0.578892,0.423666,0.304206
17.624472,1.841793,1.455574,0.484919,0.380962,0.255285
18.563675,2.054510,1.672707,0.608738,0.347046,0.334332
19.096834,2.034832,1.763800,0.677811,0.267075,0.324650
19.928030,1.542793,1.679071,0.794979,0.311605,0.484751
19.046530,2.039455,1.817926,0.677900,0.394995,0.411068
18.340874,1.972858,1.565170,0.553480,0.331667,0.270410
19.079876,1.424269,1.336941,0.439770,0.286352,0.217103
19.341036,2.060083,1.962118,0.585939,0.319649,0.388358
17.813545,1.802736,1.228880,0.569696,0.351948,0.208114
17.298700,1.918577,1.285820,0.493048,0.392775,0.167985
18.538181,2.119404,1.553303,0.574961,0.292780,0.335043
17.703857,1.751669,1.449709,0.518515,0.377209,0.233719
18.961115,1.432610,1.756779,0.785032,0.363594,0.448987
17.997786,2.173243,1.530182,0.534571,0.397614,0.285366
18.754852,1.074131,1.659203,0.623190,0.385368,0.446483
17.746958,1.983877,1.548901,0.557852,0.368765,0.287566
17.485289,1.750473,1.329420,0.573133,0.370106,0.264581
17.765808,1.853493,1.354715,0.513819,0.309616,0.227419
18.881516,1.665165,1.688509,0.596785,0.327358,0.361993
18.570877,1.442129,1.807327,0.654800,0.424276,0.422074
17.841999,1.831629,1.240015,0.524164,0.385742,0.201896
18.942530,1.617641,1.692329,0.561724,0.431671,0.334454
18.703718,1.777161,1.654089,0.633770,0.406616,0.355370
18.270933,2.084278,1.533997,0.497488,0.378727,0.267768
18.777958,1.536127,1.766724,0.623228,0.311087,0.365792
19.026186,1.630312,1.700611,0.655828,0.345640,0.413164
18.067385,1.897423,1.480116,0.544075,0.397640,0.270455
19.451265,1.315414,1.753248,0.630251,0.342806,0.307265
19.010191,1.855152,1.888512,0.601622,0.336889,0.386922
18.828712,2.057140,1.744841,0.605608,0.401258,0.373069
17.585505,1.676954,1.297079,0.494900,0.349031,0.223724
18.869764,2.003771,1.761826,0.562832,0.344563,0.338731
18.442381,1.407831,1.625403,0.555275,0.414276,0.291528
17.641672,1.720757,1.454437,0.473091,0.352770,0.248937
18.814941,2.125013,1.635468,0.593956,0.327511,0.304854
18.904688,2.025936,1.803394,0.601366,0.459940,0.359658
19.015272,1.471388,1.764917,0.618252,0.384558,0.368192
18.420361,1.898829,1.446732,0.580635,0.366571,0.342766
19.837311,1.426588,1.825064,0.729794,0.473131,0.438650
19.405010,1.480984,1.731150,0.710987,0.442814,0.407090
17.865185,1.760607,1.677275,0.598726,0.363953,0.312546
20.429113,2.133448,1.357901,0.790644,0.361488,0.497561
20.203850,1.319862,1.646877,0.621265,0.398132,0.544422
18.310253,2.033474,1.635153,0.578033,0.342768,0.293203
18.980659,2.089563,1.660185,0.612137,0.418983,0.299007
17.858015,1.747267,1.317539,0.519964,0.313974,0.245686
19.125715,1.650211,1.625988,0.657734,0.332869,0.334726
17.236069,2.053179,1.373900,0.503675,0.330229,0.217845
18.308277,1.469252,1.425798,0.525545,0.403318,0.280385
18.858725,1.753408,1.662108,0.568186,0.317354,0.318360
18.385201,1.479494,1.671101,0.554115,0.294020,0.284937
16.820272,2.056706,1.238627,0.472811,0.351403,0.175397
17.623396,1.918142,1.372698,0.501482,0.334997,0.214792
19.347998,1.846342,1.721922,0.656481,0.377611,0.371083
18.392487,1.719296,1.498451,0.563112,0.350924,0.287631
17.395241,1.627773,1.275906,0.498989,0.336412,0.191762
19.022129,2.053370,1.672588,0.572872,0.360455,0.324194
17.953836,1.766766,1.524439,0.577478,0.374514,0.250338
19.469131,1.040842,1.844692,0.716469,0.444164,0.467160
18.905857,1.970699,1.611408,0.701948,0.378017,0.432497
17.526915,2.188856,1.262629,0.505716,0.358500,0.171934
19.285357,1.914028,1.635488,0.632246,0.395481,0.360397
20.348782,1.379213,1.483519,0.765512,0.474182,0.554685
18.727766,1.802036,1.608219,0.636213,0.264977,0.367707
19.040213,1.693796,1.960903,0.615129,0.346985,0.355916
20.269045,1.361437,1.410379,0.790243,0.479111,0.473755
17.334772,1.823107,1.212000,0.454159,0.314777,0.190963
17.997454,1.992619,1.481089,0.594528,0.310551,0.268625
19.599354,1.571505,1.782799,0.690268,0.375500,0.430483
17.586895,1.619967,1.253267,0.480377,0.360775,0.191910
18.870905,1.601982,1.756170,0.645548,0.394650,0.364188
19.014008,2.000545,1.610840,0.635225,0.331863,0.311151
19.561937,1.975412,1.933907,0.665215,0.245123,0.364503
18.949697,1.797409,1.600576,0.618561,0.407454,0.351687
17.759520,1.840546,1.544445,0.544065,0.336882,0.273585
19.073503,1.955324,1.724108,0.602636,0.294050,0.341553
17.837372,1.640436,1.591986,0.570818,0.354362,0.292518
17.494595,2.064337,1.379408,0.538280,0.385170,0.207496
18.603653,1.850100,1.555027,0.586136,0.365709,0.342417
19.169992,1.776831,1.743055,0.672848,0.397022,0.364357
18.250906,1.532497,1.535530,0.532778,0.401024,0.347748
18.846111,1.794483,1.692745,0.627689,0.319313,0.423135
19.398092,1.546049,1.585110,0.754951,0.411955,0.484651
20.371075,1.661772,1.675411,0.712107,0.426907,0.417413
17.463654,1.952528,1.314833,0.528805,0.400621,0.223067
19.145288,1.223904,1.629353,0.659302,0.360777,0.322484
18.090996,2.106735,1.548948,0.528160,0.276157,0.288122
17.396988,2.050980,1.487585,0.560888,0.341213,0.268615
19.684021,1.312937,1.527477,0.599237,0.392319,0.327048
18.613276,2.093349,1.616329,0.550270,0.350498,0.290576
19.450235,1.173305,1.796495,0.679178,0.323284,0.351926
17.529966,2.013994,1.384169,0.513767,0.316620,0.236345
17.295706,1.947981,1.365456,0.453392,0.335516,0.191501
17.271824,1.991091,1.305498,0.493437,0.365421,0.190619
17.902910,2.113112,1.356817,0.533419,0.405846,0.239272
18.357723,1.690037,1.633631,0.656040,0.333523,0.365958
18.970812,1.296156,1.842260,0.594288,0.433130,0.338559
18.681116,1.695013,1.583887,0.575161,0.408791,0.287369
18.730261,1.795237,1.698671,0.625708,0.361568,0.334859
18.628197,1.908390,1.520207,0.609638,0.413727,0.259945
18.147617,2.100855,1.542513,0.462563,0.347200,0.262875
18.193363,1.682520,1.422090,0.577038,0.414486,0.213498
17.954975,2.076961,1.475384,0.510113,0.376369,0.269472
18.937414,1.035948,1.489048,0.559570,0.366686,0.334043
19.021311,1.318701,1.651619,0.657747,0.391947,0.400981
16.284210,2.132509,1.201750,0.440443,0.394435,0.177749
16.665009,2.103014,1.235416,0.492506,0.387492,0.176482
20.125423,1.088921,1.294132,0.747416,0.384804,0.509323
18.075550,2.022978,1.463268,0.536858,0.408680,0.242200
19.024817,1.853590,1.490299,0.539444,0.367254,0.325926
18.256096,2.199511,1.497145,0.555576,0.306133,0.266899
19.945253,1.334354,1.716682,0.787279,0.419073,0.469605
18.213045,1.468153,1.500219,0.506458,0.369261,0.274845
17.161438,1.961739,1.226780,0.484665,0.344288,0.165106
20.775919,1.603870,1.347994,0.768826,0.230141,0.556517
18.926962,1.474342,1.842737,0.613853,0.362719,0.363950
19.454836,1.098709,1.668907,0.730076,0.422915,0.430150
18.300409,1.805740,1.435820,0.569635,0.298708,0.288662
17.626667,1.872471,1.207552,0.443541,0.340408,0.194518
18.818457,1.186121,1.799255,0.619511,0.438885,0.341820
19.015253,1.525560,1.702841,0.578413,0.343502,0.320920
18.666925,1.632269,1.706520,0.616787,0.386530,0.329707
17.799362,1.576872,1.343836,0.552891,0.341097,0.257143
18.624342,1.163065,1.820496,0.660719,0.431881,0.416421
19.736469,1.694689,1.622271,0.794422,0.348515,0.534392
18.219086,1.683851,1.686258,0.636463,0.370073,0.326631
18.043089,2.074019,1.568342,0.587374,0.344034,0.293625
18.339136,1.835323,1.574535,0.570015,0.384457,0.309300
17.556190,2.095152,1.334202,0.507462,0.259607,0.221084
17.713657,1.294767,1.520575,0.711075,0.444618,0.298053
19.133026,1.376106,1.758841,0.741806,0.467310,0.451245
18.685812,1.476349,1.770449,0.540632,0.398453,0.326297
19.263779,2.015038,1.773361,0.612345,0.302605,0.395509
17.351440,1.860580,1.239199,0.467985,0.452272,0.172256
18.815269,1.557520,1.400408,0.508890,0.322058,0.209568
20.496868,1.608261,1.622475,0.796635,0.262846,0.468356
18.753862,2.021669,1.834541,0.630941,0.350218,0.346289
17.318592,2.012945,1.340296,0.507019,0.325989,0.220908
18.600958,1.478027,1.609938,0.583193,0.395937,0.355635
17.871399,1.642090,1.369230,0.503281,0.350122,0.248396
17.719963,1.954224,1.469616,0.566847,0.335546,0.281505
18.357271,1.846167,1.779650,0.593475,0.296581,0.336110
19.097080,1.626358,1.701763,0.612309,0.450056,0.286188
19.288839,1.536608,1.663679,0.524202,0.289618,0.422046
18.426798,2.057102,1.572725,0.551350,0.376451,0.311468
17.443148,1.857300,1.388346,0.482206,0.362371,0.210262
20.149561,1.328587,1.716164,0.774786,0.386600,0.432553
18.221598,1.896946,1.517664,0.559961,0.361952,0.283739
18.055443,2.155842,1.398859,0.513668,0.311834,0.287497
19.227104,1.799194,1.627668,0.684025,0.314182,0.310658
18.681700,1.458904,1.668457,0.584469,0.303864,0.330406
19.221535,1.004341,1.611950,0.724636,0.413345,0.424589
18.434252,1.933714,1.781300,0.608765,0.338402,0.351481
18.737206,1.633802,1.794420,0.539909,0.363222,0.351122
19.453362,1.722834,1.831913,0.636860,0.219763,0.378626
18.071285,2.135733,1.452814,0.489155,0.344938,0.241212
19.088247,1.243551,1.857071,0.702873,0.416927,0.425586
18.811295,1.895338,1.750454,0.640594,0.424421,0.340429
18.693253,1.449083,1.587856,0.566776,0.392052,0.323997
18.147964,1.467874,1.713722,0.607845,0.270020,0.312401
18.478168,1.602940,1.760750,0.586065,0.397232,0.357124
18.822029,1.609789,1.654245,0.545465,0.318895,0.324347
19.023682,1.689447,1.814276,0.663063,0.418726,0.408497
16.562424,1.921440,1.209511,0.464647,0.306725,0.176053
19.969919,1.844750,1.564535,0.757994,0.273502,0.515654
20.413960,2.136858,1.798891,0.794249,0.399151,0.443923
19.251223,1.544802,1.698530,0.678595,0.259605,0.345283
19.580393,1.652357,1.714596,0.740629,0.434727,0.427778
18.418255,1.510342,1.767456,0.670116,0.460138,0.390187
19.002586,1.759218,1.831976,0.669371,0.244043,0.435267
19.983696,1.626404,1.628187,0.792547,0.390615,0.461800
20.001165,1.432091,1.478584,0.786293,0.293871,0.461976
17.399561,1.511061,1.325022,0.580727,0.309259,0.221817
18.389820,1.536387,1.568439,0.544439,0.390476,0.252888
17.325041,2.078888,1.332008,0.473497,0.382446,0.218456
19.011559,1.977283,1.689585,0.657684,0.351303,0.384712
19.237623,1.640472,1.781124,0.606052,0.474270,0.400771
18.483898,1.179174,1.660940,0.620777,0.302828,0.352781
18.358538,1.785366,1.290394,0.487310,0.303867,0.205500
18.334555,1.372303,1.726255,0.605881,0.466951,0.364319
18.207695,1.687311,1.384886,0.558914,0.347311,0.243852
17.743738,2.046936,1.420378,0.505163,0.333414,0.238933
18.946877,1.690203,1.794916,0.606958,0.403339,0.376443
19.425798,1.791893,1.422190,0.795683,0.230091,0.480286
18.801062,1.753691,1.677307,0.625015,0.406208,0.388385
18.000647,2.057158,1.403463,0.517860,0.338411,0.244676
17.899927,1.381521,1.522135,0.532755,0.319597,0.272538
17.770525,2.046650,1.557774,0.543245,0.318558,0.272561
18.715679,1.883556,1.761284,0.575054,0.381310,0.341101
19.126820,1.677630,1.628292,0.636627,0.353294,0.346746
18.442863,1.794193,1.567184,0.600760,0.368345,0.338672
20.296160,1.376835,1.572861,0.762712,0.298861,0.477921
20.109755,1.627693,1.676466,0.778658,0.350555,0.458498
17.170424,2.081099,1.202429,0.452667,0.388760,0.159409
18.406210,1.645664,1.600252,0.558289,0.352781,0.293073
18.443262,1.894251,1.481939,0.597288,0.430590,0.236814
18.826822,1.632555,1.626593,0.587990,0.403782,0.352477
18.414616,1.820732,1.766768,0.574881,0.318724,0.319302
18.761280,2.086159,1.603437,0.611437,0.376137,0.305400
18.452963,1.721294,1.547832,0.551670,0.298944,0.300552
19.509975,1.130117,1.913912,0.743357,0.429234,0.431265
18.721842,1.825073,1.736513,0.576933,0.314968,0.357636
18.080952,1.588421,1.491571,0.564009,0.347504,0.298681
17.094740,1.965681,1.361551,0.515192,0.391718,0.218114
19.474453,1.316372,1.922272,0.724895,0.441437,0.425151
18.398773,2.069611,1.608805,0.567856,0.375761,0.307283
18.292845,2.049972,1.560938,0.565397,0.344267,0.304571
18.921589,1.411873,1.769352,0.590694,0.492285,0.374703
17.944054,1.317812,1.645903,0.584759,0.340763,0.311290
18.764181,1.421356,1.791901,0.621653,0.352102,0.365834
20.039867,1.199366,1.345804,0.781271,0.312988,0.539934
19.295780,1.746811,1.698151,0.748861,0.281992,0.416017
19.613548,2.043003,1.657478,0.793785,0.281664,0.400653
17.802855,2.091188,1.285559,0.480906,0.319805,0.204947
19.177748,1.332621,1.713347,0.606300,0.280518,0.357951
18.717714,1.168503,1.755178,0.535944,0.487093,0.337894
19.414894,1.626713,1.703613,0.685534,0.390585,0.385664
19.730701,1.038569,1.590633,0.776417,0.417173,0.450338
19.407711,2.176624,1.643391,0.688766,0.466955,0.451040
19.472553,1.217072,1.788803,0.772852,0.405493,0.360934
18.083918,1.931700,1.653358,0.588451,0.289867,0.323333
18.433134,1.883932,1.466782,0.573120,0.338713,0.272701
17.816055,2.012135,1.409151,0.549213,0.342989,0.247411
17.495226,1.868174,1.383051,0.521524,0.357048,0.213266
18.968079,1.845970,1.678034,0.649807,0.320635,0.351627
18.839081,2.151091,1.638754,0.596712,0.265173,0.324801
19.306597,2.029013,1.766239,0.739576,0.452620,0.444304
18.528854,1.435919,1.673967,0.608372,0.337029,0.290097
17.080145,1.906967,1.261229,0.476109,0.343140,0.185265
17.085909,2.150917,1.236599,0.459398,0.388088,0.196113
18.723997,1.736616,1.698452,0.614916,0.376091,0.342426
17.830782,1.930628,1.493113,0.554348,0.362526,0.269168
19.148060,1.617683,1.698664,0.649815,0.346653,0.371608
17.622091,1.926079,1.364336,0.451317,0.277990,0.228722
18.690908,1.218285,1.638971,0.574335,0.371946,0.371014
18.450039,2.172237,1.543144,0.561607,0.271704,0.291355
17.764669,2.010428,1.437126,0.530848,0.295519,0.236851
19.131390,1.531214,1.791756,0.647518,0.375925,0.407042
19.081797,2.034342,1.714361,0.588860,0.296961,0.366044
17.799973,1.909117,1.494911,0.535250,0.349281,0.271908
19.177370,1.777136,1.769487,0.573847,0.424913,0.332524
18.056105,1.629507,1.388954,0.512600,0.349283,0.228482
17.213406,1.670969,1.312922,0.522142,0.355015,0.220669
17.644320,1.914040,1.417694,0.544268,0.367762,0.305116
17.759907,2.147543,1.333563,0.504766,0.350096,0.236871
18.540054,1.375328,1.303814,0.524670,0.411518,0.280856
18.743855,1.984798,1.654873,0.535192,0.281405,0.318819
18.384588,1.559607,1.460518,0.605772,0.379036,0.244181
17.333120,1.756868,1.440189,0.632063,0.440289,0.195401
19.221098,1.823149,1.773035,0.591793,0.319664,0.343229
20.375977,1.088160,1.777620,0.775219,0.383371,0.419431
17.387564,1.991951,1.245249,0.530792,0.330324,0.179432
17.850000,2.154518,1.341518,0.491467,0.312931,0.246093
17.828247,1.797323,1.400040,0.501654,0.336565,0.235059
20.379930,1.851317,1.670229,0.765326,0.472765,0.355773
19.258995,2.095976,1.670567,0.641909,0.421442,0.392435
18.700209,2.150337,1.672627,0.561678,0.473825,0.313326
19.230394,1.728779,1.927549,0.603254,0.262220,0.371901
19.153240,2.160849,1.824367,0.598553,0.420187,0.369139
17.973614,1.751442,1.436459,0.539890,0.327335,0.261058
19.543159,1.155308,1.884260,0.664818,0.462416,0.371789
19.282955,1.175636,1.780638,0.659403,0.349184,0.423991
18.819609,2.184481,1.635391,0.560904,0.366329,0.367202
18.440310,1.483374,1.587295,0.529129,0.320467,0.325599
18.785824,1.990152,1.743918,0.681000,0.379814,0.385384
18.214165,1.715715,1.384928,0.572344,0.357973,0.210075
19.279228,1.336744,1.744974,0.621664,0.379108,0.355618
18.624933,1.855652,1.593086,0.573519,0.294497,0.330435
18.947151,1.858976,1.736204,0.691067,0.422171,0.425779
19.859291,1.395016,1.483938,0.726637,0.209320,0.326753
17.170160,2.037239,1.346464,0.535748,0.329437,0.241161
20.002882,1.332397,1.302431,0.763021,0.353594,0.473538
19.039680,1.829193,1.775335,0.598221,0.366261,0.383243
17.926708,1.446032,1.411070,0.530357,0.340933,0.256105
17.721191,1.983652,1.500988,0.506596,0.369608,0.226182
18.622942,2.084448,1.601576,0.560295,0.289574,0.276876
19.363672,1.343325,1.817274,0.617434,0.389645,0.363305
17.943974,1.779839,1.463745,0.508625,0.309475,0.244007
19.942795,1.834885,1.614121,0.780149,0.272217,0.573448
18.240698,1.880755,1.604238,0.596052,0.359760,0.299668
18.605770,1.580643,1.611540,0.556757,0.408016,0.295488
18.193077,2.027327,1.428804,0.551647,0.327782,0.251609
20.126225,1.051586,1.396265,0.770004,0.226204,0.483517
18.860708,1.265379,1.707876,0.677950,0.348211,0.371184
20.472218,2.000601,1.403044,0.795519,0.450558,0.527870
17.198933,2.018765,1.411261,0.500963,0.396317,0.237909
18.764406,1.302072,1.350260,0.498455,0.323374,0.331425
17.589247,1.499748,1.378117,0.551371,0.310541,0.249117
18.829903,1.463110,1.652914,0.599308,0.345350,0.337231
19.577902,1.370777,1.897364,0.708113,0.350960,0.403907
17.884045,1.176867,1.317539,0.584755,0.376356,0.183881
19.437063,1.634365,1.501785,0.560532,0.324678,0.257453
20.131012,1.813696,1.657757,0.773294,0.299574,0.471177
17.479492,1.695210,1.347448,0.519690,0.316116,0.237121
18.304937,1.825258,1.385618,0.589998,0.422728,0.223242
18.686573,1.645975,1.721701,0.618835,0.406227,0.340120
19.157223,1.286818,1.745588,0.692984,0.352575,0.413438
19.496243,1.467287,1.588028,0.732136,0.300730,0.044860
17.521868,2.018911,1.225805,0.491524,0.357668,0.170572
19.952976,1.241818,1.567097,0.782440,0.357351,0.522544
17.676067,2.062376,1.292091,0.472071,0.378790,0.194465
17.077427,2.178028,1.327330,0.502596,0.295444,0.204427
18.538778,1.730188,1.621759,0.557377,0.333092,0.279134
20.051991,1.885130,1.859150,0.799803,0.437403,0.476435
18.556557,1.983276,1.640122,0.543945,0.391767,0.352679
17.593906,2.052179,1.477743,0.515463,0.325312,0.250682
18.633659,2.054235,1.762129,0.580675,0.360210,0.321338
18.374512,1.618648,1.494741,0.586248,0.402687,0.239519
18.109980,1.834717,1.701593,0.614197,0.319984,0.326732
17.548691,2.107332,1.268417,0.473455,0.334366,0.200035
18.717756,1.886698,1.757135,0.581524,0.339531,0.339645
20.638189,1.897377,1.573032,0.791239,0.367210,0.542229
18.177902,1.756651,1.441248,0.515415,0.313963,0.266208
17.994228,1.730989,1.341311,0.548328,0.371712,0.261427
19.750338,1.836809,1.465159,0.738333,0.373610,0.404477
19.438564,1.135363,1.649155,0.709690,0.437172,0.439401
18.832081,2.010000,1.621693,0.601284,0.340254,0.344581
18.636454,1.494940,1.583399,0.564167,0.405659,0.296700
18.821655,1.768579,1.644863,0.606947,0.279482,0.340368
19.207560,1.862507,1.738258,0.617889,0.355175,0.362647
17.884476,2.120697,1.358074,0.520885,0.351929,0.236667
18.763355,1.941576,1.661838,0.572023,0.439919,0.316272
18.704449,2.192339,1.611977,0.586405,0.338099,0.303967
19.234005,1.296488,1.246004,0.522469,0.368351,0.197022
17.403610,1.848721,1.511339,0.527275,0.391872,0.249773
18.776190,1.460093,1.677490,0.561783,0.444654,0.359284
18.363848,1.742746,1.571091,0.546467,0.369873,0.284979
19.315821,1.843943,1.866358,0.728197,0.359280,0.435780
18.059860,1.859335,1.590740,0.546577,0.403395,0.273346
18.215843,2.183024,1.413149,0.547422,0.357395,0.269824
18.089952,2.138750,1.578646,0.579502,0.380962,0.284239
18.581900,1.725182,1.572943,0.552536,0.375463,0.262496
19.053143,1.280655,1.713333,0.687195,0.439259,0.413708
19.975142,1.878284,1.287972,0.565487,0.440784,0.498628
18.334835,1.526628,1.482651,0.561943,0.300383,0.265913
18.809233,2.016123,1.669128,0.565727,0.373703,0.327077
16.583265,1.936844,1.276617,0.460995,0.326212,0.201493
18.364964,1.315495,1.686634,0.720350,0.413162,0.394377
19.343737,1.263517,1.906227,0.668451,0.475632,0.427602
19.797752,1.592577,1.590694,0.772911,0.233746,0.330906
17.268908,1.992136,1.207918,0.441616,0.364056,0.174513
19.201321,1.870380,1.627029,0.650068,0.373350,0.414843
17.850344,2.032463,1.487873,0.556456,0.377760,0.269755
20.298847,1.505272,1.510918,0.773928,0.416750,0.492909
16.940126,1.701256,1.353172,0.501299,0.315651,0.209457
18.547338,1.928312,1.568604,0.527887,0.324623,0.309110
19.042940,2.084526,1.752193,0.644499,0.426142,0.404058
19.399282,1.956913,1.774954,0.621670,0.297102,0.360494
18.808750,1.974331,1.807491,0.657717,0.444294,0.384125
20.193129,1.604628,1.704010,0.753483,0.354755,0.431300
19.536337,1.252172,1.695759,0.780506,0.422726,0.450022
19.529148,1.711058,1.775726,0.686720,0.402365,0.386944
19.437672,1.244371,1.698538,0.679895,0.399067,0.421098
18.992630,1.463497,1.759232,0.667589,0.408009,0.371681
17.883638,1.912392,1.470287,0.550907,0.304319,0.261856
17.481707,2.041348,1.390310,0.498960,0.345440,0.205228
19.662512,1.982019,1.748997,0.662565,0.403921,0.373666
17.176781,2.090586,1.442577,0.562304,0.362221,0.258584
18.136099,1.710331,1.558189,0.526169,0.362925,0.292594
18.113079,2.165274,1.591061,0.565708,0.306808,0.298622
19.338490,1.328268,1.729275,0.650976,0.314152,0.439355
19.002323,1.747957,1.753077,0.563375,0.255066,0.340516
17.277222,1.553118,1.390812,0.474121,0.374340,0.264908
18.236034,1.846628,1.600590,0.606350,0.400711,0.302417
18.065315,1.873592,1.370596,0.530022,0.326914,0.233057
20.101641,1.382050,1.324898,0.718172,0.456013,0.555539
19.327518,1.049788,1.732635,0.664040,0.483027,0.389576
18.043127,1.885851,1.392347,0.578201,0.308062,0.258151
19.343496,1.418720,1.714840,0.658865,0.238106,0.309926
17.466921,2.049992,1.321764,0.500378,0.363504,0.178675
18.692404,1.690397,1.728668,0.614073,0.311270,0.322193
19.169729,1.443048,1.801306,0.595123,0.394430,0.365365
18.669250,1.854296,1.737797,0.573948,0.305244,0.339721
19.841990,1.348022,1.445635,0.750980,0.326672,0.361293
18.775372,1.468882,1.670763,0.649979,0.368122,0.364440
17.516493,1.915218,1.232813,0.447460,0.396896,0.166800
20.218201,1.548159,1.344505,0.553932,0.311069,0.294308
17.606413,1.500002,1.267033,0.565716,0.361551,0.232696
17.884340,1.646454,1.409138,0.518396,0.314264,0.230581
19.025675,1.582871,1.643747,0.651276,0.298330,0.327404
17.735426,2.040011,1.394342,0.517340,0.313637,0.236229
19.197388,1.528450,1.650520,0.660990,0.268942,0.396699
19.507858,1.401972,1.238562,0.537706,0.399639,0.324695
20.178648,1.015812,1.252466,0.757763,0.418692,0.562940
18.865276,2.075973,1.700321,0.575985,0.407082,0.354094
20.105547,1.575890,1.617056,0.592861,0.448975,0.302007
18.254431,2.100765,1.531017,0.541212,0.312279,0.248676
16.983908,1.950619,1.368204,0.510712,0.313210,0.227036
17.107922,2.070852,1.410934,0.506216,0.363567,0.231340
17.282108,2.044416,1.204733,0.501343,0.430502,0.155263
18.125559,1.649977,1.456949,0.491459,0.352934,0.234317
17.694160,2.012001,1.408098,0.515358,0.335855,0.241525
18.722729,1.325285,1.631107,0.563982,0.334835,0.364370
18.430792,2.048450,1.743103,0.636278,0.301474,0.351756
17.890703,1.436653,1.529510,0.589025,0.346132,0.287225
19.235628,1.434725,1.784628,0.638018,0.441242,0.401098
18.562098,1.451471,1.548897,0.587536,0.260672,0.265908
20.586826,1.836151,1.783133,0.643568,0.306984,0.422448
18.480467,1.922688,1.789204,0.587990,0.429005,0.358858
19.427910,1.209457,1.626610,0.692116,0.415869,0.266364
19.281452,1.589794,1.719194,0.623707,0.357693,0.395843
20.412312,2.078339,1.480103,0.784414,0.220470,0.474343
18.925488,1.591734,1.811661,0.716204,0.375097,0.412136
18.945763,1.445242,1.728048,0.735270,0.347916,0.414326
19.270412,1.118328,1.783651,0.586884,0.393124,0.375317
19.333979,1.947737,1.780493,0.663589,0.354580,0.359381
17.785482,1.908888,1.596027,0.548395,0.353167,0.293650
18.139780,1.816265,1.445236,0.543589,0.371023,0.232891
18.870815,1.911549,1.652504,0.624058,0.438007,0.347530
20.442736,1.055101,1.445602,0.759026,0.377474,0.340144
18.843697,1.469952,1.607771,0.621428,0.403391,0.334658
16.753927,2.128670,1.252088,0.475756,0.348300,0.179388
18.040255,1.700985,1.379547,0.549898,0.410511,0.241124
18.110397,1.809578,1.540825,0.563156,0.359539,0.294375
17.792759,2.164488,1.399977,0.515774,0.285330,0.253186
18.452660,1.268921,1.582886,0.569296,0.347178,0.311387
17.058842,1.905182,1.485910,0.523840,0.325630,0.279214
19.781363,2.135134,1.621612,0.783695,0.385252,0.455996
20.307417,1.297903,1.474373,0.740343,0.409050,0.436593
18.299671,2.079348,1.413130,0.561914,0.353413,0.232682
