mag_r,u-g,g-r,r-i,i-z,z_spec
19.860523,1.092598,1.687882,0.785240,0.389000,0.470244
17.612494,2.111021,1.251747,0.495745,0.383316,0.181620
19.057297,1.771065,1.864143,0.639153,0.483721,0.326751
17.241505,1.733643,1.206301,0.544823,0.354866,0.190747
19.987545,1.100372,1.231121,0.704962,0.490072,0.499210
19.629593,1.439840,1.487286,0.334024,0.220793,0.409171
18.386726,1.565432,1.535479,0.574116,0.378134,0.359086
17.627296,1.785032,1.302389,0.469324,0.393456,0.193655
20.705791,1.542644,1.345890,0.789391,0.316339,0.393130
18.396435,2.107214,1.746466,0.773672,0.441858,0.454960
18.580067,2.136709,1.718611,0.728390,0.439947,0.429350
20.297886,1.339115,1.643889,0.794537,0.311012,0.462667
20.237768,1.919760,1.668560,0.794611,0.365013,0.453382
17.008839,1.765305,1.286936,0.474480,0.361452,0.189441
18.533533,1.910950,1.651602,0.585526,0.362013,0.335239
19.883110,1.936632,1.795870,0.778212,0.470854,0.449131
18.931976,2.041994,1.825951,0.602901,0.330769,0.323308
19.596615,1.205370,1.803335,0.697180,0.325951,0.421124
18.551176,1.869482,1.591974,0.584129,0.315691,0.296939
18.289623,1.390122,1.241123,0.501719,0.386084,0.256535
19.256422,1.939236,1.853649,0.713753,0.301348,0.454404
17.148067,1.988884,1.262207,0.536800,0.372971,0.174161
18.131935,1.447485,1.595047,0.634485,0.260590,0.328439
19.271608,1.838488,1.811096,0.691544,0.379660,0.418269
18.698608,1.862453,1.473154,0.520140,0.337526,0.265770
20.043722,1.484411,1.512798,0.780958,0.431190,0.515516
18.819006,2.050960,1.565138,0.614035,0.350756,0.293683
17.731037,2.102760,1.213091,0.467346,0.372957,0.167368
17.428347,1.895878,1.206789,0.466230,0.339800,0.176293
19.120237,1.772531,1.924938,0.657623,0.320351,0.374043
20.243240,1.330967,1.418871,0.762169,0.460182,0.298527
18.610188,1.265606,1.755924,0.653545,0.408979,0.360542
17.480970,1.930847,1.246984,0.509764,0.348158,0.191997
17.787230,1.744873,1.226355,0.575439,0.360220,0.237246
17.620882,2.039183,1.259676,0.493303,0.327353,0.210404
18.934124,1.824451,1.811609,0.762690,0.394041,0.441933
17.897596,1.796205,1.482744,0.612644,0.465834,0.265240
19.674292,1.870823,1.587900,0.787170,0.453283,0.472274
20.428768,1.007362,1.344601,0.780012,0.387072,0.604398
17.537085,1.918819,1.251816,0.467825,0.376383,0.182664
19.175510,1.577917,1.700434,0.692726,0.421129,0.414381
18.077606,1.127127,1.566887,0.698475,0.458693,0.230378
17.769493,1.661280,1.263672,0.535583,0.314711,0.199026
20.362314,1.738440,1.450674,0.780077,0.467783,0.513914
18.431755,1.967283,1.568916,0.619730,0.308998,0.269761
18.704048,2.116560,1.610773,0.581787,0.353588,0.302214
20.359535,1.266796,1.633900,0.731434,0.385641,0.423860
18.964214,2.115032,1.706419,0.591776,0.353613,0.339164
18.836197,1.400410,1.848839,0.558674,0.365698,0.383622
18.797985,2.073658,1.798122,0.640705,0.436964,0.361802
19.419765,1.814270,1.801485,0.650101,0.435225,0.419039
19.008680,2.068869,1.648617,0.733356,0.337860,0.411581
19.970791,1.248846,1.732458,0.778425,0.477898,0.449332
19.212423,2.139854,1.729021,0.642303,0.431791,0.378784
19.546192,1.997400,1.695742,0.798740,0.442846,0.346364
19.370245,2.020792,1.737845,0.703369,0.409775,0.401311
19.210110,1.951239,1.704449,0.651733,0.462057,0.302624
17.883989,2.125807,1.459911,0.504351,0.328363,0.234507
19.818775,1.952755,1.684198,0.784561,0.489157,0.447933
19.596218,1.674833,1.907545,0.730963,0.405216,0.433250
17.638121,1.161190,1.264963,0.466986,0.333179,0.258319
18.810387,2.190018,1.636204,0.656210,0.330801,0.372517
18.776272,2.032463,1.209007,0.489586,0.269514,0.208831
18.235392,1.906445,1.706671,0.567442,0.394560,0.334428
19.677900,1.472309,1.317471,0.742931,0.385273,0.469986
18.759796,2.077610,1.665054,0.653095,0.400724,0.304503
19.167606,1.489950,1.588131,0.684286,0.411861,0.405395
17.545408,2.025886,1.291933,0.485888,0.397781,0.189205
18.525898,2.068222,1.705711,0.630051,0.353001,0.356573
20.481619,1.659155,1.899122,0.410707,0.443888,0.340881
17.575800,1.834290,1.235102,0.569902,0.297987,0.198148
19.857113,1.650139,1.828156,0.797352,0.459148,0.449569
20.295826,1.983423,1.270454,0.562010,0.387646,0.409497
17.960752,1.377979,1.372477,0.567404,0.402691,0.268538
17.472879,2.056684,1.232435,0.485916,0.329401,0.187896
18.977507,1.483681,1.747625,0.579367,0.376469,0.340671
19.482038,2.185749,1.791666,0.660812,0.378674,0.377797
19.126419,1.438538,1.792143,0.574923,0.361397,0.356240
18.087643,2.008444,1.512968,0.603584,0.405676,0.258395
18.824198,1.137581,1.765095,0.625862,0.409582,0.367743
18.228334,1.341209,1.478050,0.561926,0.330673,0.247401
17.951599,2.050345,1.381582,0.566872,0.322245,0.241242
19.559443,1.033594,1.893076,0.697201,0.421244,0.360093
18.156248,1.445343,1.634247,0.603518,0.341734,0.355398
17.808651,1.852385,1.419598,0.523958,0.340658,0.256879
18.022591,1.829695,1.299171,0.525764,0.397160,0.199233
18.882767,1.468588,1.774158,0.664858,0.393618,0.361213
17.297092,1.995399,1.212120,0.486698,0.336412,0.172121
17.491974,1.880651,1.393320,0.506672,0.334261,0.238368
17.558193,2.103577,1.271942,0.464361,0.376873,0.189007
17.666023,2.162001,1.323685,0.509306,0.336746,0.205942
19.585150,1.092106,1.835207,0.691818,0.389019,0.446949
17.491804,2.128498,1.372999,0.529934,0.311579,0.225530
17.911057,1.648193,1.429560,0.500990,0.360313,0.235999
19.794788,1.646776,1.583931,0.776470,0.384155,0.438147
19.253426,1.259592,1.771688,0.701973,0.468388,0.397909
19.560789,1.703978,1.552094,0.703575,0.357300,0.396474
17.956972,2.008196,1.365465,0.534346,0.323217,0.243752
18.730440,2.155918,1.528090,0.597414,0.202471,0.271136
20.188444,1.905138,1.491766,0.791321,0.392981,0.450312
17.280680,2.078867,1.217567,0.455929,0.321108,0.182825
19.092741,1.158260,1.752312,0.622101,0.421215,0.328242
18.577087,1.991762,1.665203,0.569593,0.287418,0.355892
20.101727,1.045866,1.360270,0.693424,0.402224,0.425917
19.183950,1.510471,1.806717,0.654390,0.315165,0.342694
20.652006,1.242994,1.370256,0.798735,0.331078,0.532921
19.489737,1.959517,1.858929,0.728550,0.328753,0.376032
18.988569,1.502068,1.896099,0.637569,0.325827,0.397273
18.935823,1.495985,1.616648,0.690275,0.468138,0.408861
19.344770,2.065640,1.577168,0.722828,0.329062,0.420014
20.412230,1.080435,1.310572,0.758501,0.294168,0.561636
20.205374,1.052433,1.343037,0.736368,0.378653,0.539336
18.733479,2.016535,1.654562,0.600464,0.484425,0.366381
18.098063,2.176003,1.541305,0.523960,0.299089,0.266084
16.531155,2.141325,1.257889,0.472055,0.329702,0.167580
19.268089,1.241114,1.707991,0.701433,0.371645,0.396630
18.682228,1.054092,1.659687,0.637314,0.408775,0.354572
19.233112,1.035017,1.658552,0.697140,0.403353,0.389975
16.506018,1.746943,1.377293,0.529083,0.356286,0.213000
18.977007,1.808365,1.818598,0.629749,0.436384,0.383852
20.350077,1.879423,1.649916,0.769678,0.480051,0.421621
18.371687,1.841278,1.753870,0.630035,0.393158,0.358788
19.837484,1.686939,1.676226,0.788260,0.317196,0.481336
18.638203,1.566456,1.559187,0.643610,0.392958,0.292598
17.443829,1.834660,1.373465,0.478954,0.359734,0.211573
19.846203,1.634455,1.619406,0.780703,0.474443,0.451260
18.762804,1.787495,1.644033,0.592813,0.354792,0.315044
19.289764,1.479147,1.737011,0.628454,0.417370,0.391712
20.173754,1.776093,1.635813,0.763987,0.406572,0.469322
19.947258,1.440445,1.560789,0.756119,0.443573,0.361143
17.521364,1.887907,1.203070,0.474785,0.376041,0.183723
19.187233,1.033693,1.818514,0.545715,0.288940,0.354851
18.776712,1.643513,1.643467,0.558918,0.359125,0.365643
21.017611,1.276224,1.955461,0.751320,0.434059,0.459317
18.648838,1.036970,1.623226,0.633522,0.459402,0.384290
17.314404,2.169775,1.273397,0.472240,0.341217,0.201660
18.758141,1.617136,1.674519,0.654421,0.322739,0.381692
17.697968,1.299284,1.562901,0.561522,0.372147,0.317481
18.714706,1.372051,1.726175,0.582865,0.454245,0.350749
18.064377,1.666943,1.585081,0.554096,0.332026,0.287060
20.233307,1.402782,1.873981,0.793905,0.368244,0.474036
19.832010,1.010004,1.557384,0.762169,0.205637,0.357215
17.845793,2.178997,1.415314,0.549908,0.339087,0.247859
17.669563,1.754965,1.219238,0.547329,0.343498,0.206869
17.197258,1.748911,1.299713,0.490749,0.319485,0.206235
17.834902,1.601419,1.376259,0.499262,0.369097,0.210434
19.117662,1.080690,1.367268,0.441896,0.385757,0.385725
17.815516,1.685160,1.237461,0.515821,0.335585,0.222255
17.231531,1.560410,1.296768,0.505932,0.326685,0.248432
18.678288,1.561577,1.649075,0.614008,0.432695,0.399617
19.132671,1.114103,1.997585,0.636332,0.368671,0.391325
20.352703,1.141582,1.732287,0.776659,0.481472,0.506788
20.345938,1.728743,1.267055,0.787195,0.403233,0.614677
18.068375,1.700285,1.477589,0.489109,0.317961,0.317430
20.230705,1.685482,1.387085,0.762238,0.439859,0.378081
18.951262,1.659422,1.723625,0.601532,0.470615,0.345112
18.183132,2.021536,1.550161,0.549377,0.352356,0.267095
17.774473,2.141874,1.276588,0.575394,0.277744,0.223605
18.442118,1.403427,1.936293,0.652622,0.329081,0.392634
16.722801,2.004406,1.202494,0.457752,0.312888,0.176425
18.129370,1.817617,1.331301,0.634527,0.465832,0.169650
20.616619,1.722252,1.362089,0.797827,0.391378,0.515397
20.117617,1.088600,1.314173,0.528967,0.394936,0.442352
17.934319,1.893772,1.434897,0.501946,0.362604,0.258992
17.540394,1.916580,1.253305,0.471815,0.307405,0.209823
19.422295,1.907101,1.868073,0.613905,0.484209,0.383871
18.963816,1.170530,1.757658,0.546118,0.421440,0.332762
19.436712,2.184112,1.715342,0.756985,0.399246,0.442037
19.874779,1.048155,1.327846,0.492163,0.221479,0.260991
18.596624,1.652973,1.620481,0.566895,0.458969,0.382972
19.487473,1.176830,1.645559,0.597368,0.366411,0.381235
19.707453,1.314396,1.598375,0.754995,0.343765,0.437945
18.105560,2.043772,1.406837,0.516605,0.370428,0.230417
19.318319,1.725380,1.259138,0.507141,0.350557,0.305591
18.665670,1.870014,1.568321,0.609438,0.260292,0.380367
19.234438,1.149305,1.780823,0.748198,0.429152,0.427618
20.186167,1.592007,1.365711,0.777845,0.405056,0.491550
17.632051,1.569988,1.275625,0.520008,0.281944,0.201516
19.421734,1.286652,1.823301,0.740841,0.336397,0.424887
17.281178,2.186697,1.363150,0.489254,0.299871,0.216975
20.560675,1.194117,1.477604,0.773403,0.385204,0.472593
17.913675,2.027414,1.500267,0.515324,0.356676,0.264021
20.402790,1.658032,1.501976,0.750071,0.330208,0.445482
18.755922,1.635449,1.762222,0.590117,0.397184,0.344792
17.656956,2.123556,1.241356,0.560919,0.350910,0.155066
19.420885,1.731195,1.804680,0.668222,0.430292,0.385481
17.705061,1.287037,1.756775,0.651886,0.346510,0.355997
19.396114,1.638929,1.714132,0.759851,0.436533,0.441715
16.830114,2.098432,1.331816,0.506208,0.362211,0.193839
17.678968,1.964207,1.285345,0.509693,0.345816,0.201732
19.294357,1.577639,1.834763,0.589537,0.434286,0.374979
17.545607,1.852604,1.430550,0.596104,0.364431,0.240382
18.387838,2.088936,1.445904,0.585701,0.494333,0.265319
17.824730,1.939207,1.315765,0.589434,0.365580,0.219715
19.924652,2.152298,1.357477,0.749722,0.494444,0.195889
17.119434,1.899555,1.367828,0.517693,0.359612,0.221754
20.251198,1.700966,1.612926,0.781178,0.414503,0.461064
20.174749,1.741610,1.438496,0.730505,0.312822,0.488497
18.348543,2.122372,1.392628,0.580791,0.347069,0.242433
17.812080,2.171240,1.450993,0.504276,0.323851,0.270174
18.326075,1.664408,1.857515,0.728281,0.436535,0.425449
18.907255,1.133915,1.774616,0.658527,0.396931,0.407318
20.282745,1.608133,1.202152,0.734694,0.352524,0.555592
17.419863,2.178291,1.305239,0.474955,0.349125,0.212438
17.178225,2.060896,1.364664,0.539986,0.385662,0.189850
18.255196,1.876911,1.552113,0.568178,0.313252,0.317003
16.996235,1.995321,1.231947,0.526440,0.369833,0.181051
19.008907,2.074709,1.854366,0.663475,0.339407,0.416652
19.443405,1.719782,1.479912,0.758463,0.257971,0.441524
17.686455,1.757471,1.217602,0.522985,0.366861,0.186072
19.395411,1.197533,1.726950,0.709745,0.405291,0.433588
19.329199,2.049126,1.670347,0.708338,0.424662,0.436625
17.297153,1.871262,1.213385,0.496666,0.383949,0.169052
20.211615,1.359606,1.535051,0.792803,0.323740,0.344580
19.774963,1.396116,1.542433,0.778999,0.331545,0.461757
18.978231,1.604778,1.708820,0.600658,0.441353,0.379215
18.892744,2.121044,1.895199,0.591385,0.405487,0.346812
18.860434,2.091862,1.701443,0.623245,0.360954,0.333205
19.120342,1.165985,1.793057,0.622940,0.392206,0.397373
19.992170,1.558575,1.229505,0.750458,0.483879,0.524357
18.494194,1.446964,1.688084,0.590618,0.386831,0.335065
18.847937,1.448633,1.516746,0.660419,0.364870,0.408312
17.463041,2.032862,1.265976,0.468504,0.329332,0.205682
18.293289,1.832342,1.597887,0.585054,0.355843,0.322773
18.491701,1.315161,1.688614,0.684587,0.368509,0.401132
19.298676,1.141153,1.748936,0.682030,0.290474,0.402497
17.742729,2.029244,1.406340,0.511980,0.349165,0.242506
17.448023,1.982840,1.289774,0.476871,0.312805,0.210578
20.176516,1.630943,1.864288,0.799326,0.333509,0.450636
19.555271,1.803560,1.656221,0.734406,0.418861,0.409742
18.766003,1.948469,1.600723,0.595360,0.406597,0.335369
18.439135,1.557966,1.627041,0.613506,0.408821,0.345295
18.904188,1.055084,1.552910,0.776449,0.394047,0.478315
20.358503,1.857805,1.224560,0.744011,0.302113,0.396957
20.561281,1.449534,1.739349,0.786020,0.421080,0.489525
17.369106,2.187508,1.203058,0.516022,0.370245,0.198789
19.566166,1.198540,1.980829,0.764082,0.410917,0.451895
20.075848,1.953283,1.481401,0.778973,0.414000,0.434974
16.581963,2.047119,1.214973,0.473734,0.335261,0.175984
19.500162,1.250071,1.877056,0.714687,0.453678,0.427194
16.955143,2.060997,1.218683,0.443768,0.379801,0.173766
18.239719,2.160576,1.598860,0.585360,0.313612,0.290564
18.253420,1.860853,1.543778,0.575092,0.272932,0.275416
17.372129,1.791365,1.217514,0.502022,0.356386,0.183748
19.397648,1.733755,1.789789,0.709616,0.473219,0.402073
18.181692,1.833469,1.370098,0.553307,0.311644,0.239408
18.777500,2.110039,1.799841,0.564577,0.258596,0.368712
17.483526,2.089672,1.326040,0.493816,0.322924,0.220993
17.673346,1.709661,1.266981,0.510187,0.372562,0.210623
17.495548,1.836075,1.292988,0.451630,0.365641,0.199372
20.059286,1.939493,1.586975,0.774357,0.493443,0.448936
17.022520,2.148640,1.200733,0.436865,0.352215,0.176608
19.377472,1.171909,1.207432,0.570833,0.274860,0.394743
18.757227,1.583893,1.551466,0.759233,0.389576,0.655363
18.969597,1.699633,1.710689,0.561577,0.421106,0.379387
17.412678,1.968788,1.272270,0.493698,0.384901,0.183728
19.980801,1.202986,1.747000,0.797819,0.467655,0.471849
19.021149,1.082218,1.746494,0.745619,0.442286,0.424635
19.427477,1.201887,1.758369,0.658426,0.337572,0.348774
18.134195,1.275570,1.223022,0.573305,0.399044,0.206377
17.540325,2.175684,1.331179,0.521711,0.365807,0.209369
17.598478,2.025995,1.313921,0.463078,0.357828,0.206117
17.172474,1.996101,1.205259,0.514030,0.391012,0.170276
18.165455,2.078155,1.356434,0.492657,0.309996,0.226325
18.746824,2.005260,1.645126,0.551374,0.340797,0.333462
20.010658,1.938478,1.255316,0.712074,0.354092,0.204531
17.745481,1.812235,1.426762,0.548580,0.445454,0.273378
17.504618,2.157147,1.211117,0.435284,0.354149,0.187121
19.511583,1.777294,1.820581,0.707064,0.497335,0.425541
17.142052,2.097244,1.256243,0.510668,0.344265,0.216030
18.967560,1.098011,1.615059,0.605242,0.286840,0.418407
17.222347,1.604111,1.329117,0.505846,0.338312,0.215114
18.929499,1.164442,1.669313,0.666897,0.449944,0.394995
18.755758,1.656775,1.699356,0.652884,0.393230,0.381940
19.403622,1.896090,1.664789,0.585035,0.379358,0.362875
19.229679,2.090958,1.730053,0.641863,0.367413,0.376393
18.250956,1.651167,1.536009,0.558868,0.285061,0.291883
20.357824,1.767065,1.643808,0.791059,0.296457,0.539018
20.528954,1.641806,1.688419,0.795437,0.383902,0.374816
18.292305,1.756084,1.762394,0.634310,0.470694,0.384148
18.847521,1.778154,1.617241,0.610292,0.240820,0.319587
18.093416,1.866463,1.739315,0.633186,0.351542,0.360843
18.098320,1.606987,1.415836,0.518623,0.303967,0.277786
16.907669,2.113630,1.431187,0.523685,0.333351,0.243422
17.479742,2.080311,1.255858,0.469522,0.338423,0.189088
18.824760,2.140205,1.610790,0.580461,0.367798,0.320234
18.203577,1.330183,1.464706,0.620878,0.391127,0.292275
18.973579,1.059992,1.704750,0.626219,0.350351,0.332836
17.050322,2.121460,1.221338,0.457851,0.309570,0.205394
19.518095,1.494919,1.727531,0.694731,0.421726,0.411855
17.440664,1.736134,1.319466,0.500353,0.346531,0.265224
17.213614,1.935863,1.202026,0.442488,0.363857,0.156066
19.886513,1.203383,1.621746,0.779833,0.281239,0.480043
20.234312,1.103096,1.506935,0.753891,0.298964,0.547387
18.958927,1.078632,1.820501,0.651205,0.388468,0.416240
17.620245,1.896521,1.302395,0.500128,0.338179,0.218618
19.075272,2.122709,1.765360,0.621359,0.398005,0.410887
18.757481,1.564539,1.479563,0.667885,0.387997,0.297925
20.314198,1.661341,1.540037,0.745092,0.274954,0.443120
20.085068,1.755009,1.523714,0.768810,0.363314,0.392081
18.939173,1.985008,1.842035,0.588598,0.401831,0.358045
16.781450,1.995975,1.390840,0.511967,0.344391,0.214622
20.171133,2.101030,1.285374,0.778503,0.431667,0.486541
19.413012,1.190823,1.835365,0.680077,0.416391,0.383996
17.918509,2.051342,1.215349,0.552198,0.290487,0.245564
17.960239,2.194967,1.500299,0.514019,0.468088,0.306202
18.023722,2.082680,1.369383,0.568785,0.373512,0.206482
17.850668,1.886713,1.248613,0.551758,0.313791,0.204083
18.255459,1.984859,1.481772,0.540215,0.309038,0.290225
17.649887,1.875355,1.279051,0.521786,0.411448,0.203667
18.641159,2.120199,1.635441,0.550867,0.356705,0.330744
19.583717,1.545700,1.769829,0.705742,0.470636,0.417719
17.494558,1.813988,1.251327,0.500460,0.359026,0.194285
17.752237,2.192514,1.423325,0.556435,0.385721,0.242413
19.204338,1.277536,1.756105,0.640747,0.399824,0.378832
17.814100,1.757818,1.390760,0.533579,0.392841,0.247545
18.829607,2.068989,1.681337,0.589540,0.300758,0.304777
18.352827,1.094231,1.412439,0.577726,0.347389,0.316118
19.221985,1.416718,1.797478,0.667410,0.358845,0.381318
19.142269,2.084763,1.715601,0.591906,0.328400,0.371593
20.131689,1.366472,1.548277,0.795223,0.397068,0.458408
20.536640,1.842583,1.867395,0.789513,0.341076,0.502826
17.974297,1.548651,1.409183,0.509752,0.394228,0.224117
17.874147,1.852707,1.816835,0.622047,0.390656,0.349220
20.520683,1.611677,1.218878,0.769798,0.353338,0.419276
17.788538,2.109253,1.485130,0.542995,0.360945,0.269422
18.982885,1.953247,1.706743,0.608950,0.358759,0.381885
17.765350,1.629295,1.207727,0.442814,0.311199,0.183585
17.662092,1.980390,1.319239,0.499672,0.318203,0.189983
20.234690,2.185978,1.383852,0.763697,0.332048,0.519080
18.960169,1.525042,1.879435,0.523287,0.394194,0.277598
17.663343,1.959890,1.387917,0.517605,0.301754,0.239916
20.203911,1.950457,1.453680,0.763901,0.360033,0.428082
18.414188,2.177877,1.462481,0.556986,0.322582,0.290668
18.457737,2.181904,1.673519,0.625418,0.346962,0.350700
18.436590,2.119911,1.868881,0.619808,0.464340,0.378171
18.565016,1.027317,1.635948,0.603237,0.437059,0.369157
18.581532,1.584640,1.824858,0.636148,0.418682,0.367957
19.229401,2.121704,1.691170,0.650244,0.332735,0.377525
19.518444,1.527311,1.277685,0.773991,0.339382,0.473699
19.391939,1.416725,1.745075,0.689344,0.333309,0.406905
17.381451,1.899034,1.236439,0.482975,0.270617,0.207320
18.250412,1.292225,1.582985,0.551584,0.253878,0.282161
20.424633,1.283947,1.433201,0.420355,0.429153,0.066451
18.622633,1.591904,1.579922,0.551756,0.473965,0.348197
17.698374,2.129913,1.271151,0.550449,0.412163,0.199213
18.607635,2.175194,1.656513,0.572216,0.364594,0.307263
18.979298,1.657070,1.653770,0.689253,0.488728,0.450232
18.713121,1.758450,1.779522,0.605751,0.200134,0.331422
19.485594,1.110161,1.740551,0.666466,0.332317,0.354712
18.668829,1.931198,1.231081,0.443552,0.314947,0.205530
17.097187,2.060501,1.454964,0.516254,0.358908,0.224757
17.257168,2.144083,1.233429,0.436209,0.353378,0.187207
19.863192,1.154364,1.482096,0.776930,0.333437,0.459383
18.957380,1.832787,1.716511,0.677353,0.381357,0.383382
19.336208,1.991024,1.760803,0.619265,0.383978,0.358490
17.451605,2.137314,1.313416,0.503113,0.280172,0.231270
18.193756,2.179909,1.506590,0.570299,0.345474,0.278253
19.426386,1.142031,1.791531,0.637733,0.418203,0.355854
19.203337,1.880985,1.717775,0.623331,0.319326,0.366020
17.667093,1.677635,1.349358,0.475258,0.328186,0.217770
19.578897,2.048048,1.866789,0.761129,0.433977,0.469961
19.997374,1.064661,1.265823,0.730862,0.370230,0.533732
18.416294,2.113421,1.547794,0.529846,0.367014,0.301457
19.688812,1.918758,1.563549,0.786398,0.440613,0.501078
18.551006,1.674576,1.673399,0.569853,0.308756,0.340662
18.076836,1.787571,1.462816,0.499212,0.399456,0.249060
20.350178,1.477373,1.517901,0.744370,0.340481,0.429397
19.616795,1.684481,1.626398,0.774065,0.446251,0.473680
19.588112,1.046087,1.710430,0.792233,0.391317,0.457498
17.489889,2.056166,1.514292,0.499081,0.392490,0.238537
17.344023,1.679688,1.241976,0.486164,0.348814,0.205754
19.670727,1.515224,1.746118,0.696608,0.382549,0.420769
19.342016,1.084257,1.856670,0.713810,0.354353,0.434295
16.212471,1.903210,1.237717,0.462182,0.356595,0.170052
17.788565,2.077066,1.393246,0.549892,0.343554,0.206046
19.385481,1.279785,1.846767,0.660706,0.449263,0.357164
18.680416,1.972601,1.773315,0.615438,0.389891,0.348711
19.153358,1.347454,1.698620,0.742140,0.434742,0.449102
17.324265,1.789095,1.276598,0.510859,0.347681,0.195394
18.760996,1.103804,1.793562,0.558058,0.245760,0.357083
17.763193,1.787561,1.295939,0.505850,0.367859,0.215381
17.047573,2.072218,1.211502,0.530653,0.361950,0.173455
17.708237,2.135256,1.607428,0.529600,0.297464,0.300066
19.687809,1.779255,1.607222,0.774124,0.486759,0.416306
19.035625,1.153896,1.960365,0.757820,0.485159,0.443607
18.906965,1.884993,1.792877,0.603674,0.344799,0.346701
18.609608,1.620453,1.514753,0.574011,0.270342,0.289059
19.677294,1.016191,1.472918,0.296028,0.276783,0.416734
17.715988,2.172214,1.418423,0.532555,0.310453,0.228341
19.382517,1.785461,1.683088,0.670040,0.359051,0.356864
17.498144,1.975096,1.219974,0.486811,0.356220,0.194996
19.066917,1.473556,1.311155,0.534473,0.327869,0.294744
16.728807,1.981287,1.212038,0.517048,0.384982,0.173701
17.679987,1.823572,1.322281,0.480373,0.384756,0.206966
20.918720,1.407740,1.947281,0.666853,0.327354,0.407408
18.710379,1.854315,1.568481,0.651628,0.397244,0.373806
17.671619,1.953827,1.543081,0.615955,0.367140,0.253333
17.910017,1.870325,1.418705,0.527954,0.343729,0.249832
20.143061,1.192661,1.262037,0.784388,0.352510,0.547619
19.344675,1.672941,1.740982,0.731140,0.419127,0.408735
19.943586,1.377438,1.453636,0.793568,0.385763,0.364485
17.278637,1.681086,1.222649,0.497921,0.348230,0.163014
19.302656,1.321573,1.732754,0.670465,0.381769,0.377010
19.504608,1.257320,1.640562,0.777533,0.401978,0.444959
20.241693,1.735132,1.909800,0.545031,0.370810,0.356726
17.479975,1.881592,1.263025,0.488300,0.321598,0.209596
19.869839,2.196056,1.471950,0.495852,0.264744,0.273228
18.972378,1.478979,1.630243,0.631638,0.401855,0.359607
20.220282,1.632719,1.612852,0.781729,0.447250,0.463739
19.080091,1.133638,1.771929,0.694759,0.391630,0.384896
18.032743,2.197258,1.386202,0.540575,0.374353,0.248997
19.367826,2.170834,1.922516,0.788967,0.312778,0.465182
18.468990,2.156494,1.779059,0.602453,0.343588,0.320105
17.469229,1.903765,1.280062,0.474211,0.374395,0.186813
19.920589,1.759514,1.261547,0.781229,0.454718,0.515687
19.233706,2.069698,1.781523,0.641644,0.345285,0.386824
20.132854,1.146112,1.590757,0.756912,0.391703,0.443223
17.369463,1.874815,1.638689,0.572454,0.341772,0.285394
17.583288,2.057478,1.205732,0.476795,0.303234,0.171509
17.541124,1.652538,1.538900,0.531136,0.415701,0.274860
17.492090,1.967506,1.403156,0.520378,0.332125,0.228199
19.831411,2.093483,1.868185,0.696983,0.326616,0.421042
20.006401,1.521824,1.226349,0.751375,0.319674,0.237297
20.165129,1.829628,1.426760,0.767782,0.464306,0.668724
17.072374,1.744974,1.317637,0.502804,0.387114,0.189562
20.097984,1.068802,1.712320,0.791340,0.368673,0.465463
19.191959,1.157488,1.722448,0.650873,0.412521,0.419748
19.198235,1.051855,1.891188,0.689825,0.400515,0.379489
19.366528,1.112631,1.757725,0.676588,0.349562,0.369576
20.009539,1.277084,1.564939,0.768936,0.475555,0.456326
18.630516,2.195154,1.647633,0.609976,0.393847,0.347566
18.500294,1.933445,1.581982,0.596867,0.342089,0.303919
19.212616,2.110762,1.718887,0.635386,0.370508,0.363022
20.276533,1.002954,1.658241,0.775965,0.483110,0.455626
17.299288,2.061804,1.234983,0.507401,0.326113,0.186215
18.779230,2.139336,1.723854,0.591135,0.448175,0.337065
19.104858,1.996595,1.862791,0.775341,0.336737,0.434653
18.819340,1.815868,1.636612,0.650263,0.450363,0.383250
19.604605,1.163801,1.809370,0.630217,0.477262,0.330255
19.459923,1.361416,1.704783,0.690563,0.493271,0.392424
19.291079,1.561708,1.851917,0.749254,0.398504,0.471638
18.591619,1.826370,1.615341,0.583593,0.332308,0.328388
18.577244,2.065489,1.703077,0.591171,0.363831,0.322608
19.309231,1.043098,1.796433,0.734646,0.299803,0.326788
19.198984,1.243319,1.640051,0.688923,0.420679,0.416786
17.848097,2.168245,1.344604,0.540888,0.346594,0.244532
20.433676,2.132889,1.717588,0.659109,0.342001,0.365336
18.423985,2.128878,1.557157,0.558475,0.386511,0.300657
18.561897,1.616972,1.728483,0.596920,0.395805,0.358026
18.503595,2.056450,1.601639,0.568563,0.368965,0.296529
17.519953,2.056358,1.262474,0.494946,0.367928,0.183466
20.062145,1.824057,1.204969,0.719982,0.457666,0.589946
20.017839,1.413752,1.419510,0.779863,0.252745,0.296400
20.164291,1.393564,1.696512,0.783838,0.391462,0.474471
18.097363,2.098638,1.454451,0.527378,0.375633,0.348067
18.627186,1.993038,1.742409,0.635828,0.402391,0.374055
17.270748,1.941849,1.279699,0.488556,0.308079,0.203012
19.392054,1.203051,1.836094,0.642063,0.390795,0.385934
17.630705,2.015766,1.245993,0.450533,0.323399,0.189845
19.245441,1.323902,1.690065,0.641880,0.450064,0.341472
18.701420,2.066185,1.709305,0.668488,0.325247,0.375762
19.914549,1.220070,1.691103,0.785234,0.319153,0.449983
18.982643,1.243027,1.783503,0.565748,0.310179,0.337416
17.310505,2.064897,1.262203,0.499193,0.336493,0.186458
